Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
P2RY12	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	receptor	WP1908: Signal amplification; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	24335194	Mebocost
P2RY12	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	receptor	WP1908: Signal amplification; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0001341	ADP	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Biosynthesis of unsaturated fatty acids; Citric Acid Cycle; Cysteine Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	24335194;	Mebocost; MetalinkDB
P2RY13	P2Y purinoceptor 13 (P2Y13) (G-protein coupled receptor 86) (G-protein coupled receptor 94)	receptor	WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0001341	ADP	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Biosynthesis of unsaturated fatty acids; Citric Acid Cycle; Cysteine Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	24335194;	Mebocost; MetalinkDB
P2RY13	P2Y purinoceptor 13 (P2Y13) (G-protein coupled receptor 86) (G-protein coupled receptor 94)	receptor	WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	24335194	Mebocost
P2RY14	P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor)	receptor	WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000286	Uridine diphosphate glucose	Nucleosides, nucleotides, and analogues	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Feces,Urine	24335194	Mebocost
P2RY2	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0001341	ADP	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Biosynthesis of unsaturated fatty acids; Citric Acid Cycle; Cysteine Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	34563872	MetalinkDB
P2RY2	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	24335194;	Mebocost; MetalinkDB
P2RY2	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000285	Uridine triphosphate	Nucleosides, nucleotides, and analogues	Amino Sugar Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Pyrimidine metabolism; Starch and sucrose metabolism	Saliva	24335194;	Mebocost; MetalinkDB
P2RY4	P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)	receptor	WP4423: G alpha (i) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000285	Uridine triphosphate	Nucleosides, nucleotides, and analogues	Amino Sugar Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Pyrimidine metabolism; Starch and sucrose metabolism	Saliva	24335194;	Mebocost; MetaChatDB; MetalinkDB
P2RY4	P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)	receptor	WP4423: G alpha (i) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	24335194	Mebocost
P2RY6	P2Y purinoceptor 6 (P2Y6)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	24335194	Mebocost
P2RY6	P2Y purinoceptor 6 (P2Y6)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000285	Uridine triphosphate	Nucleosides, nucleotides, and analogues	Amino Sugar Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Pyrimidine metabolism; Starch and sucrose metabolism	Saliva	24335194	Mebocost
P2RY6	P2Y purinoceptor 6 (P2Y6)	receptor	WP4424: G alpha (q) signaling events; WP80: Nucleotide GPCRs; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP4900: Purinergic signaling	HMDB0000295	Uridine 5'-diphosphate	Nucleosides, nucleotides, and analogues	Amino Sugar Metabolism; Androgen and Estrogen Metabolism; Galactose Metabolism; Porphyrin Metabolism; Pyrimidine metabolism; Starch and sucrose metabolism	Blood	24335194;	Mebocost; MetalinkDB
PANX1	Pannexin-1 (PANX1) [Cleaved into: Caspase-activated pannexin-1 (Caspase-activated PANX1)]	transporter	WP2763: Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling; WP1934: Transmission across Electrical Synapses; WP4900: Purinergic signaling	HMDB0000538	Adenosine triphosphate	Nucleosides, nucleotides, and analogues	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Biosynthesis of unsaturated fatty acids; Biotin Metabolism; Butyrate Metabolism; Citric Acid Cycle; Cysteine Metabolism; Fatty acid Metabolism; Fructose and mannose metabolism; Galactose Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycerolipid Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Histidine metabolism; Inositol phosphate metabolism; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Nucleotide Sugars Metabolism; One carbon pool by folate; Oxidative phosphorylation; Pantothenate and CoA Biosynthesis; Phenylalanine and Tyrosine Metabolism; Phenylalanine metabolism; Phosphatidylinositol Phosphate Metabolism; Primary bile acid biosynthesis; Propanoate metabolism; Purine metabolism; Pyrimidine metabolism; Pyruvate metabolism; Riboflavin Metabolism; Selenocompound metabolism; Starch and sucrose metabolism; Steroid Biosynthesis; Sulfur metabolism; Thiamine Metabolism; Tryptophan metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva	38937853; 40309905; 33753132	MetalinkDB
PGR	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	receptor	WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP4432: ESR-mediated signaling; WP2781: Signaling by ERBB4; WP170: Nuclear receptors	HMDB0001830	Progesterone	Lipids and lipid-like molecules	Steroidogenesis	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands; 37099375;	Mebocost; MetaChatDB; MetalinkDB
PGRMC2	Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6)	receptor		HMDB0003178	Heme		Androgen and Estrogen Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Caffeine Metabolism; Oxidative phosphorylation; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Retinol Metabolism; Steroid Biosynthesis; Steroidogenesis; Sulfur metabolism; Tryptophan metabolism	Feces,Saliva	31748741	MetaChatDB
PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)	transporter		HMDB0000094	Citric acid	Organic acids and derivatives	Citric Acid Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	34074335	MetaChatDB
PPARA	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	receptor	WP3594: Circadian rhythm genes; WP3942: PPAR signaling; WP2878: PPAR-alpha pathway; WP2706: Activation of gene expression by SREBF (SREBP); WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP3370: RORA activates gene expression; WP3355: BMAL1:CLOCK,NPAS2 activates circadian gene expression; WP2882: Nuclear receptors meta-pathway; WP2797: Regulation of lipid metabolism by PPARalpha; WP170: Nuclear receptors; WP299: Nuclear receptors in lipid metabolism and toxicity; WP2881: Estrogen receptor pathway	HMDB0001085	Leukotriene B4	Lipids and lipid-like molecules	Arachidonic Acid Metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	20615454	Mebocost
