,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
1703,HMDB0014494,Ar,,"WP106: Alanine and aspartate metabolism; WP117: GPCRs, other; WP12: Osteoclast signaling; WP138: Androgen receptor signaling pathway; WP1403: AMP-activated protein kinase signaling; WP1433: Nucleotide-binding oligomerization domain (NOD) pathway; WP15: Selenium micronutrient network; WP1533: Vitamin B12 metabolism; WP1539: Angiogenesis; WP1541: Energy metabolism; WP170: Nuclear receptors; WP176: Folate metabolism; WP1772: Apoptosis modulation and signaling; WP185: Integrin-mediated cell adhesion; WP1971: Integrated cancer pathway; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP2038: Microtubule cytoskeleton regulation; WP2059: Alzheimer's disease and miRNA effects; WP2261: Glioblastoma signaling pathways; WP2263: Androgen receptor network in prostate cancer; WP2267: Synaptic vesicle pathway; WP2272: Pathogenic Escherichia coli infection; WP23: B cell receptor signaling pathway; WP231: TNF-alpha signaling pathway; WP2328: Allograft rejection; WP2338: miRNA biogenesis; WP2355: Corticotropin-releasing hormone signaling pathway; WP236: Adipogenesis; WP2369: Histone modifications; WP2371: Parkinson's disease pathway; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP24: Peptide GPCRs; WP241: One-carbon metabolism; WP2431: Spinal cord injury; WP2446: Retinoblastoma gene in cancer; WP2456: HIF1A and PPARG regulation of glycolysis; WP247: Small ligand GPCRs; WP2507: Nanomaterial induced apoptosis; WP2513: Nanoparticle triggered regulated necrosis; WP2525: Trans-sulfuration, one-carbon metabolism and related pathways; WP2526: PDGF pathway; WP254: Apoptosis; WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP2586: Aryl hydrocarbon receptor pathway; WP2636: Common pathways underlying drug addiction; WP2643: Nanoparticle-mediated activation of receptor signaling; WP28: Selenium metabolism and selenoproteins; WP2806: Complement system; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2828: Bladder cancer; WP2839: Hair follicle development: organogenesis - part 2 of 3; WP2853: Endoderm differentiation; WP2857: Mesodermal commitment pathway; WP2858: Ectoderm differentiation; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2878: PPAR-alpha pathway; WP2879: Farnesoid X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP289: Myometrial relaxation and contraction pathways; WP2895: Differentiation of white and brown adipocyte; WP2916: Interactome of polycomb repressive complex 2 (PRC2) ; WP299: Nuclear receptors in lipid metabolism and toxicity; WP306: Focal adhesion; WP314: Fas ligand pathway and stress induction of heat shock proteins; WP3298: Melatonin metabolism and effects; WP3407: FTO obesity variant mechanism; WP3413: NOTCH1 regulation of endothelial cell calcification; WP35: G protein signaling pathways; WP3527: Pre-implantation embryo; WP3584: MECP2 and associated Rett syndrome; WP3591: Sleep regulation; WP3594: Circadian rhythm genes; WP3596: miR-517 relationship with ARCN1 and USP1; WP3599: Transcription factor regulation in adipogenesis; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3613: Photodynamic therapy-induced unfolded protein response; WP3614: Photodynamic therapy-induced HIF-1 survival signaling; WP3617: Photodynamic therapy-induced NF-kB survival signaling; WP3624: Lung fibrosis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3644: NAD+ metabolism; WP3645: NAD+ biosynthetic pathways; WP3651: Pathways affected in adenoid cystic carcinoma; WP3655: Hypothetical craniofacial development pathway; WP3657: Hematopoietic stem cell gene regulation by GABP alpha/beta complex; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP366: TGF-beta signaling pathway; WP3676: BDNF-TrkB signaling; WP382: MAPK signaling pathway; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP3863: T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection; WP3869: Cannabinoid receptor signaling; WP3888: VEGFA-VEGFR2 signaling; WP3890: Nanomaterial-induced inflammasome activation; WP3893: Development and heterogeneity of the ILC family; WP3896: Dengue-2 interactions with complement and coagulation cascades; WP391: Mitochondrial gene expression; WP3925: Amino acid metabolism; WP3929: Chemokine signaling pathway; WP3930: EDA signaling in hair follicle development; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3937: Microglia pathogen phagocytosis pathway; WP3940: One-carbon metabolism and related pathways; WP3941: Oxidative damage response; WP3942: PPAR signaling pathway; WP3944: Serotonin and anxiety-related events; WP3945: TYROBP causal network in microglia; WP3947: Serotonin and anxiety; WP3958: GPR40 pathway; WP3959: DNA IR-double strand breaks and cellular response via ATM; WP3965: Lipid metabolism pathway; WP3967: miR-509-3p alteration of YAP1/ECM axis; WP3981: miRNA regulation of prostate cancer signaling pathways; WP399: Wnt signaling pathway and pluripotency; WP4016: DNA IR-damage and cellular response via ATR; WP4018: Clear cell renal cell carcinoma pathways; WP4030: SCFA and skeletal muscle substrate metabolism; WP410: Exercise-induced circadian regulation; WP4149: White fat cell differentiation; WP4153: Degradation pathway of sphingolipids, including diseases; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4191: Caloric restriction and aging; WP4197: Immune response to tuberculosis; WP4204: Tumor suppressor activity of SMARCB1; WP4205: MET in type 1 papillary renal cell carcinoma; WP4211: Transcriptional cascade regulating adipogenesis; WP4216: Chromosomal and microsatellite instability in colorectal cancer ; WP422: MAPK cascade; WP4223: Ras signaling; WP4224: Purine metabolism and related disorders; WP4239: Epithelial to mesenchymal transition in colorectal cancer; WP4241: Type 2 papillary renal cell carcinoma; WP4249: Hedgehog signaling pathway; WP4255: Non-small cell lung cancer; WP4259: Disorders of folate metabolism and transport; WP4262: Breast cancer pathway; WP4263: Pancreatic adenocarcinoma pathway; WP4288: MTHFR deficiency; WP4290: Metabolic reprogramming in colon cancer; WP4298: Acute viral myocarditis; WP430: Statin inhibition of cholesterol production; WP4301: Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells; WP4312: Rett syndrome; WP4321: Thermogenesis; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4352: Ciliary landscape; WP437: EGF/EGFR signaling pathway; WP4396: Nonalcoholic fatty liver disease; WP4507: Molybdenum cofactor (Moco) biosynthesis; WP4522: Metabolic pathway of LDL, HDL and TG, including diseases; WP4523: Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism; WP4524: Alternative pathway of fetal androgen synthesis; WP4536: Genes related to primary cilium development (based on CRISPR); WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4549: Fragile X syndrome; WP455: GPCRs, class A rhodopsin-like; WP4558: Overview of interferons-mediated signaling pathway; WP4564: Neural crest cell migration during development; WP4565: Neural crest cell migration in cancer; WP4571: Urea cycle and related diseases; WP4583: Biomarkers for urea cycle disorders; WP4595: Urea cycle and associated pathways; WP4630: Measles virus infection; WP4655: Cytosolic DNA-sensing pathway; WP4656: Joubert syndrome; WP4657: 22q11.2 copy number variation syndrome; WP4658: Small cell lung cancer; WP4659: Gastrin signaling pathway; WP4666: Hepatitis B infection; WP4673: Male infertility; WP4685: Melanoma; WP47: Hedgehog signaling pathway; WP4705: Pathways of nucleic acid metabolism and innate immune sensing; WP4707: Aspirin and miRNAs; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4747: Netrin-UNC5B signaling pathway; WP4752: Base excision repair; WP4754: IL-18 signaling pathway; WP4756: Renin-angiotensin-aldosterone system (RAAS); WP4758: Nephrotic syndrome; WP4787: Osteoblast differentiation and related diseases; WP4803: Ciliopathies; WP4806: EGFR tyrosine kinase inhibitor resistance; WP481: Insulin signaling; WP4815: Glycosaminoglycan degradation; WP4838: Regucalcin in proximal tubule epithelial kidney cells; WP4844: Influence of laminopathies on Wnt signaling; WP4846: SARS-CoV-2 and COVID-19 pathway; WP4868: Type I interferon induction and signaling during SARS-CoV-2 infection; WP4871: Kisspeptin/kisspeptin receptor system in the ovary; WP4873: Peroxiredoxin 2 induced ovarian failure; WP4874: CAMKK2 pathway; WP4875: Disruption of postsynaptic signaling by CNV; WP4876: Activation of NLRP3 inflammasome by SARS-CoV-2; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4880: Host-pathogen interaction of human coronaviruses - interferon induction; WP4900: Purinergic signaling; WP4912: SARS coronavirus and innate immunity; WP4928: MAPK pathway in congenital thyroid cancer; WP4932: 7q11.23 copy number variation syndrome; WP4936: Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins; WP4941: GPR143 in melanocytes and retinal pigment epithelium cells; WP4942: 15q13.3 copy number variation syndrome; WP4946: DNA repair pathways, full network; WP4947: Nitric oxide metabolism in cystic fibrosis; WP4949: 16p11.2 proximal deletion syndrome; WP4963: p53 transcriptional gene network; WP497: Urea cycle and metabolism of amino groups; WP4970: Galanin receptor pathway; WP5039: SARS-CoV-2 innate immunity evasion and cell-specific immune response; WP5046: NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence; WP5053: Development of ureteric collection system; WP5066: FOXA2 pathway; WP5072: Modulators of TCR signaling and T cell activation; WP5078: T cell modulation in pancreatic cancer; WP5083: Neuroinflammation and glutamatergic signaling; WP5085: Vasopressin-regulated water reabsorption; WP5087: Pleural mesothelioma; WP5088: Prostaglandin signaling; WP5090: Complement system in neuronal development and plasticity; WP5093: Opioid receptor pathways; WP5094: Orexin receptor pathway; WP5095: Overview of proinflammatory and profibrotic mediators; WP5098: T-cell activation SARS-CoV-2; WP51: Regulation of actin cytoskeleton; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5110: Familial hyperlipidemia type 3; WP5114: Nucleotide excision repair in xeroderma pigmentosum ; WP5115: Network map of SARS-CoV-2 signaling pathway; WP5124: Alzheimer's disease; WP5130: Th17 cell differentiation pathway; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5145: COVID-19 structural coverage map; WP5148: Complement-mediated inflammation of pulmonary alveolus in COVID-19 (hypothetical pathway); WP5152: Iron-sulfur cluster biogenesis; WP5180: DYRK1A involvement regarding cell proliferation in brain development; WP5205: Clock-controlled autophagy in bone metabolism; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2; WP5220: Metabolic reprogramming in pancreatic cancer; WP5221: 2q11.2 copy number variation syndrome; WP5222: 2q13 copy number variation syndrome; WP5223: 2q21.1 copy number variation syndrome; WP5224: 2q37 copy number variation syndrome; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5234: Bardet-Biedl syndrome; WP5236: Markers of kidney cell lineage; WP5238: Cholestasis; WP524: G13 signaling pathway; WP5258: Role of ROS in COVID-19 endothelial dysfunction; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists; WP5275: Ether lipid biosynthesis; WP5287: 17q12 copy number variation syndrome; WP5292: Glycosphingolipid metabolism; WP5293: Acute myeloid leukemia; WP5294: Sildenafil treatment; WP5304: Cholesterol metabolism; WP5312: Metabolic pathways of fibroblasts; WP5313: Carnosine metabolism of glial cells; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5323: Fatty acids and lipoproteins transport in hepatocytes; WP5333: Enterocyte cholesterol metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5344: Cardiomyocyte signaling pathways converging on titin; WP5345: 1p36 copy number variation syndrome; WP5348: 11p11.2 copy number variation syndrome ; WP5351: Kleefstra syndrome; WP5352: 10q11.21q11.23 copy number variation syndrome; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5355: Metabolic Epileptic Disorders; WP5356: Affected pathways in Duchenne muscular dystrophy; WP536: Calcium regulation in cardiac cells; WP5362: TAR syndrome; WP5365: 4p16.3 copy number variation; WP5366: NF1 copy number variation syndrome ; WP5367: Rubinstein-Taybi syndrome 1; WP5372: Involvement of δ-secretase in neurodegenerative diseases; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5380: 5q35 copy number variation; WP5381: Smith-Magenis and Potocki-Lupski syndrome copy number variation; WP5382: TGFβ/Smad signaling pathway; WP5390: Pancreatic cancer subtypes; WP5397: Vitamin A1 and A5/X pathways; WP5399: NPHP1 deletion syndrome; WP5400: 6q16 copy number variation; WP5402: 10q22q23 copy number variation; WP5412: 8q11.23 (RB1CC1) copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system; WP5434: Pathways in cancer; WP5440: EPAC1 and PKA reduction of retinal inflammation; WP558: Complement and coagulation cascades; WP585: Interferon type I signaling pathways; WP673: ErbB signaling pathway; WP69: T-cell receptor signaling pathway; WP697: Estrogen metabolism; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP716: Vitamin A and carotenoid metabolism; WP75: Toll-like receptor signaling pathway; WP80: Nucleotide GPCRs; WP98: Prostaglandin synthesis and regulation",Minoxidil,"Blood,Urine"
1704,HMDB0014497,HTR5A,,"WP455: GPCRs, class A rhodopsin-like; WP5417: Cell lineage map for neuronal differentiation; WP58: Monoamine GPCRs",Methylergonovine,"Blood,Urine"
1705,HMDB0014497,Htr2b,,"WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",Methylergonovine,"Blood,Urine"
1706,HMDB0014497,Htr5a,,"WP455: GPCRs, class A rhodopsin-like; WP5417: Cell lineage map for neuronal differentiation; WP58: Monoamine GPCRs",Methylergonovine,"Blood,Urine"
1707,HMDB0014511,Pgr,,WP170: Nuclear receptors; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP34: Ovarian infertility; WP4262: Breast cancer pathway; WP4352: Ciliary landscape; WP4536: Genes related to primary cilium development (based on CRISPR); WP4656: Joubert syndrome; WP4803: Ciliopathies; WP5316: Primary ovarian insufficiency; WP5399: NPHP1 deletion syndrome,Levonorgestrel,"Blood,Urine"
1708,HMDB0014542,Kdr,,WP1539: Angiogenesis; WP2406: Cardiac progenitor differentiation; WP2571: Polycystic kidney disease pathway; WP306: Focal adhesion; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3943: Robo4 and VEGF signaling pathways crosstalk; WP4018: Clear cell renal cell carcinoma pathways; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4300: Extracellular vesicles in the crosstalk of cardiac cells; WP4331: Neovascularization processes; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4685: Melanoma; WP4747: Netrin-UNC5B signaling pathway; WP4806: EGFR tyrosine kinase inhibitor resistance; WP4823: Genes controlling nephrogenesis; WP4950: 16p11.2 distal deletion syndrome; WP5065: SARS-CoV-2 altering angiogenesis via NRP1; WP5087: Pleural mesothelioma; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5216: Warburg effect modulated by deubiquitinating enzymes and their substrates; WP5236: Markers of kidney cell lineage; WP5284: Cell interactions of the pancreatic cancer microenvironment; WP5316: Primary ovarian insufficiency; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5373: Osteoarthritic chondrocyte hypertrophy,Sorafenib,"Blood,Urine"
1709,HMDB0014548,Gabrb3,,WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP3998: Prader-Willi and Angelman syndrome; WP4159: GABA receptor signaling; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Alprazolam,"Blood,Urine"
1710,HMDB0014565,Nr3c2,,WP3527: Pre-implantation embryo; WP554: ACE inhibitor pathway,Spironolactone,"Blood,Urine"
1711,HMDB0014605,Chrm2,,"WP117: GPCRs, other; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP455: GPCRs, class A rhodopsin-like; WP51: Regulation of actin cytoskeleton; WP536: Calcium regulation in cardiac cells; WP58: Monoamine GPCRs; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways",Methylscopolamine,"Blood,Urine"
1712,HMDB0014624,Esr1,,"WP170: Nuclear receptors; WP2034: Leptin signaling pathway; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP4262: Breast cancer pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4545: Oxysterols derived from cholesterol; WP4673: Male infertility; WP4949: 16p11.2 proximal deletion syndrome; WP5235: Estradiol regulation in porto-sinusoidal vascular disease; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5345: 1p36 copy number variation syndrome; WP5368: Sulfatase and aromatase pathway; WP5434: Pathways in cancer; WP712: Estrogen signaling pathway",Raloxifene,"Blood,Urine"
1713,HMDB0014645,Sigmar1,,WP5356: Affected pathways in Duchenne muscular dystrophy,Haloperidol,"Blood,Urine"
1714,HMDB0014645,Drd2,,"WP1602: Nicotine effect on dopaminergic neurons; WP2636: Common pathways underlying drug addiction; WP3591: Sleep regulation; WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP455: GPCRs, class A rhodopsin-like; WP4657: 22q11.2 copy number variation syndrome; WP5380: 5q35 copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs",Haloperidol,"Blood,Urine"
1715,HMDB0014671,Egfr,,"WP138: Androgen receptor signaling pathway; WP2261: Glioblastoma signaling pathways; WP2324: AGE/RAGE pathway; WP2363: Gastric cancer network 2; WP2431: Spinal cord injury; WP2586: Aryl hydrocarbon receptor pathway; WP2643: Nanoparticle-mediated activation of receptor signaling; WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2828: Bladder cancer; WP2840: Hair follicle development: cytodifferentiation - part 3 of 3; WP2868: TCA cycle nutrient use and invasiveness of ovarian cancer; WP2870: Extracellular vesicle-mediated signaling in recipient cells; WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP306: Focal adhesion; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3680: Physico-chemical features and toxicity-associated pathways; WP382: MAPK signaling pathway; WP3853: ERK pathway in Huntington's disease; WP3873: RIOK1 and RIOK2 in EGFR- and PI3K-mediated tumorigenesis; WP3927: BMP signaling in eyelid development; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4217: Ebola virus infection in host; WP4223: Ras signaling; WP4255: Non-small cell lung cancer; WP4262: Breast cancer pathway; WP4263: Pancreatic adenocarcinoma pathway; WP4300: Extracellular vesicles in the crosstalk of cardiac cells; WP437: EGF/EGFR signaling pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4659: Gastrin signaling pathway; WP4674: Head and neck squamous cell carcinoma; WP4806: EGFR tyrosine kinase inhibitor resistance; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5158: Urotensin-II-mediated signaling pathway; WP5224: 2q37 copy number variation syndrome; WP5300: TROP2 regulatory signaling; WP5362: TAR syndrome; WP5366: NF1 copy number variation syndrome ; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system; WP5434: Pathways in cancer; WP673: ErbB signaling pathway",Erlotinib,"Blood,Urine"
1716,HMDB0014689,Cysltr1,,"WP455: GPCRs, class A rhodopsin-like; WP4721: Eicosanoid metabolism via lipooxygenases (LOX); WP5122: Prostaglandin and leukotriene metabolism in senescence ; WP5321: Prostaglandin and leukotriene metabolism in senescence ; WP5424: Omega-6-fatty acids in senescence",Zafirlukast,"Blood,Urine"
1717,HMDB0014699,Ednrb,,"WP2197: Endothelin pathways; WP24: Peptide GPCRs; WP455: GPCRs, class A rhodopsin-like; WP5434: Pathways in cancer; WP98: Prostaglandin synthesis and regulation",Bosentan,"Blood,Urine"
1718,HMDB0014703,Folr2,,WP176: Folate metabolism; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Methotrexate,"Blood,Urine"
1719,HMDB0014703,Slc19a1,,WP176: Folate metabolism; WP3996: Ethanol effects on histone modifications; WP4259: Disorders of folate metabolism and transport; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Methotrexate,"Blood,Urine"
1720,HMDB0014724,Pparg,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Diclofenac,"Blood,Urine"
1721,HMDB0014727,HTR5A,,"WP455: GPCRs, class A rhodopsin-like; WP5417: Cell lineage map for neuronal differentiation; WP58: Monoamine GPCRs",Lisuride,"Blood,Urine"
1722,HMDB0014727,Htr2b,,"WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",Lisuride,"Blood,Urine"
1723,HMDB0014727,Htr2a,,"WP117: GPCRs, other; WP3591: Sleep regulation; WP3944: Serotonin and anxiety-related events; WP3947: Serotonin and anxiety; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP722: Serotonin HTR1 group and FOS pathway; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",Lisuride,"Blood,Urine"
1724,HMDB0014727,Htr5a,,"WP455: GPCRs, class A rhodopsin-like; WP5417: Cell lineage map for neuronal differentiation; WP58: Monoamine GPCRs",Lisuride,"Blood,Urine"
1725,HMDB0014757,Pparg,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Imatinib,"Blood,Urine"
